Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Energy Consumption,CO2 Emissions,Renewable Energy Jobs,Renewable Energy Targets,Electricity Prices,Proportion of Energy from Renewables
France,2022,Biomass,4829.84,38358.5,4071850501.5,348845.39,229150.43,671380,1,0.18,95.37
France,2022,Biomass,49270.12,13233.38,2319325083.46,75990.43,256060.86,68976,0,0.09,9.26
France,2022,Biomass,29830.26,11041.78,9395590010.56,727271.0,615494.16,816126,0,0.17,74.52
France,2022,Geothermal,99171.15,16288.04,5602457175.34,205209.39,736994.09,735536,1,0.14,80.03
France,2022,Hydro,92816.35,48959.55,634975347.17,788782.72,152520.01,65651,0,0.15,47.13
France,2022,Hydro,82498.2,28717.26,5793471441.89,466517.92,922885.27,25452,1,0.09,62.18
France,2022,Hydro,24635.6,13223.02,2343567240.91,706951.55,179169.51,555500,1,0.18,89.96
France,2022,Solar,54613.45,26607.69,9392059357.3,698817.59,31141.53,690127,0,0.27,2.3
France,2022,Solar,16095.34,18834.4,2443689231.28,708859.7,37535.33,134079,1,0.29,74.51
France,2022,Solar,38020.47,9691.26,2018233026.16,97882.89,221284.94,435072,1,0.27,47.28
France,2022,Solar,66467.23,40867.56,1876380517.96,864791.63,954393.3,186003,1,0.3,95.97
France,2022,Wind,60133.71,32085.87,7651032903.88,812451.1,888056.81,641188,0,0.44,78.25
France,2022,Wind,8118.77,31558.33,2932029525.3,738818.24,740000.23,620654,0,0.48,52.63
France,2023,Biomass,38894.7,35791.6,3995855053.19,849539.62,729888.96,13802,1,0.38,68.33
France,2023,Biomass,40473.1,40487.27,1391570840.45,353389.3,977735.7,858632,1,0.11,25.08
France,2023,Biomass,45119.21,13800.76,9243946332.54,607122.97,97459.74,232304,1,0.25,58.68
France,2023,Biomass,86536.13,27092.17,7199264483.08,95629.76,168616.4,588646,0,0.45,78.83
France,2023,Geothermal,72358.1,18049.02,7751321375.7,616900.18,462873.8,602539,0,0.12,73.66
France,2023,Geothermal,68782.09,47636.65,6930750891.34,179960.21,969344.66,608417,1,0.29,41.22
France,2023,Geothermal,59459.31,26080.41,7017784344.79,284938.47,380879.31,466983,0,0.24,14.25
France,2023,Hydro,20857.2,34650.27,144203277.08,7814.3,998982.34,165417,1,0.22,36.79
France,2023,Hydro,3681.68,30205.98,881548116.22,658663.04,721535.81,43943,0,0.16,16.99
France,2023,Hydro,82661.73,17246.39,5036736777.74,941633.55,682807.56,486918,0,0.16,43.29
France,2023,Solar,13943.24,31270.39,5941298238.3,124475.28,147075.25,84047,1,0.47,63.34
France,2023,Wind,32362.61,16073.55,4247532250.5,348052.2,629035.82,207088,0,0.34,68.62
Germany,2000,Biomass,92070.54,24065.19,5523800471.94,241523.75,325889.36,494841,0,0.47,59.82
Germany,2000,Biomass,37896.35,46871.81,539614232.52,519390.62,757138.13,152179,1,0.22,58.36
Germany,2000,Biomass,57493.84,31312.89,829598213.64,783677.09,33714.17,229807,1,0.36,39.91
Germany,2000,Geothermal,24311.42,4938.05,6808147340.94,650916.59,222408.52,219330,0,0.42,61.42
Germany,2000,Hydro,10551.33,30600.18,287891010.1,398149.91,936568.01,715910,0,0.17,63.51
Germany,2000,Hydro,4558.99,3063.62,5487095155.25,989142.06,693137.51,367038,1,0.08,1.62
Germany,2000,Hydro,69585.34,19633.14,2280666676.24,895779.18,286845.58,282525,1,0.33,56.33
Germany,2000,Hydro,76741.76,8017.77,4386369788.7,191765.56,932180.48,509169,1,0.32,71.17
Germany,2000,Solar,22528.8,37446.11,404814177.97,723533.72,964157.39,290093,1,0.23,17.41
Germany,2000,Solar,61644.43,18043.89,6797117118.4,388395.62,876493.15,375364,0,0.2,20.69
Germany,2001,Biomass,61941.44,21790.47,9874263034.92,210171.99,351054.65,25986,1,0.44,27.28
Germany,2001,Hydro,83128.3,41791.28,3533926670.97,405651.53,71881.14,31863,1,0.38,96.61
Germany,2001,Hydro,43988.74,30274.41,9341658487.85,393202.17,86831.83,877370,1,0.46,90.05
Germany,2001,Hydro,5416.98,33445.28,7211532980.06,769800.66,830244.78,213966,1,0.46,88.65
Germany,2001,Solar,97798.24,3392.87,4719951094.59,206032.1,965863.68,461769,0,0.28,99.14
Germany,2002,Geothermal,41939.12,27277.94,7498994252.54,195155.13,614664.88,485460,1,0.11,81.28
Germany,2002,Geothermal,32463.46,27942.64,2451256510.87,462521.33,731865.56,907222,1,0.26,63.67
Germany,2002,Hydro,53131.54,1720.84,6707761616.17,295566.85,849250.94,988115,1,0.19,87.12
Germany,2002,Solar,2101.0,33352.62,6889130020.81,664750.36,55720.07,932784,0,0.11,20.55
Germany,2002,Solar,37832.46,13903.28,6634838646.03,393841.05,366404.87,680661,0,0.08,54.14
Germany,2002,Wind,3515.85,26439.04,5976202996.92,643774.81,328861.06,556509,0,0.45,81.91
Germany,2002,Wind,4772.59,16608.08,1738982448.82,336971.81,825068.58,847212,0,0.25,73.14
Germany,2002,Wind,88257.04,6677.65,353086030.86,821371.82,227691.69,483295,1,0.48,96.48
Germany,2003,Biomass,5285.86,24022.22,8594036529.2,462692.05,290952.07,166565,1,0.31,36.61
Germany,2003,Biomass,39995.93,21437.06,9528507894.5,466232.48,928450.2,293132,0,0.32,12.53
Germany,2003,Biomass,10865.67,41569.49,6085455632.0,653422.16,126355.53,989137,0,0.12,34.93
Germany,2003,Geothermal,16877.35,17020.33,6890713389.11,922882.43,225624.67,673542,0,0.47,15.7
Germany,2003,Geothermal,5826.41,45318.22,8775909265.39,787643.37,88756.87,261019,0,0.41,30.58
Germany,2003,Hydro,48707.47,31814.45,2208248585.64,784278.74,918144.22,162155,1,0.21,92.41
Germany,2003,Solar,73627.88,41479.83,1217189974.2,15915.9,366829.61,268866,0,0.39,87.4
Germany,2003,Solar,19433.3,24533.71,1726441058.74,669034.64,670908.08,405173,1,0.38,22.76
Germany,2003,Solar,81326.28,23764.19,4071323706.54,790301.01,847936.41,379723,1,0.05,14.98
Germany,2003,Wind,16836.77,45138.88,6270184921.04,645014.77,833162.61,656982,0,0.25,85.89
Germany,2003,Wind,71178.71,3958.74,5244769943.59,718177.18,947578.72,933950,1,0.42,94.6
Germany,2003,Wind,7770.05,45501.99,2454350752.54,385012.53,498176.78,420562,0,0.17,12.86
Germany,2003,Wind,54573.16,46592.29,3139694328.77,103446.94,615412.85,806386,1,0.24,21.58
Germany,2004,Biomass,46299.42,20959.17,5198927665.61,223037.59,980134.31,215557,0,0.25,77.61
Germany,2004,Biomass,21525.4,14013.56,6229234441.86,295873.69,301622.37,929414,1,0.38,92.76
Germany,2004,Hydro,51595.88,19212.52,7604382126.63,543336.17,125550.65,693115,1,0.15,5.77
Germany,2004,Hydro,1100.56,49738.21,8722454586.04,631905.65,685366.7,381959,0,0.37,64.07
Germany,2004,Hydro,50831.39,36065.19,950072300.78,537424.56,970580.64,240345,1,0.41,15.97
Germany,2004,Solar,84155.01,23056.79,6352056456.59,223148.68,90810.92,58688,0,0.41,9.07
Germany,2004,Solar,69797.11,6159.85,113663683.35,679734.39,675960.03,485522,1,0.48,1.52
Germany,2004,Solar,90656.29,22210.36,7381911086.96,45879.58,313188.18,403338,1,0.33,22.31
Germany,2004,Wind,52423.0,30444.9,1927298725.38,19226.91,802477.05,809132,1,0.43,85.94
Germany,2004,Wind,37475.09,44597.04,1638544163.53,846969.19,890434.86,405334,0,0.08,30.43
Germany,2005,Biomass,39377.39,46590.5,821428402.7,219861.33,69958.97,382073,0,0.31,0.48
Germany,2005,Biomass,84091.48,23791.58,3317984227.56,283356.9,246971.91,251993,0,0.2,67.29
Germany,2005,Biomass,14913.38,11638.3,2678474170.76,771345.88,145362.42,67777,0,0.28,20.04
Germany,2005,Biomass,95020.91,31115.49,1280222591.59,476694.15,284245.98,9988,1,0.36,41.01
Germany,2005,Geothermal,86502.08,11465.5,3600091480.57,784752.16,161840.2,866302,1,0.26,69.75
Germany,2005,Geothermal,70101.15,681.58,149625774.91,163990.76,641477.39,522976,0,0.26,19.49
Germany,2005,Geothermal,88720.06,9154.13,9755525744.26,236612.76,26856.96,624946,1,0.24,88.61
Germany,2005,Hydro,75217.35,13287.2,6420613040.44,974211.42,628649.88,387756,1,0.11,66.24
Germany,2005,Hydro,36193.32,41682.95,2948959530.03,457927.05,218640.65,846915,0,0.48,35.45
Germany,2005,Solar,31484.05,19026.15,3879186749.84,898209.57,391142.29,277566,0,0.11,0.42
Germany,2005,Solar,51297.62,30232.01,4538928047.66,222598.22,897353.93,142568,0,0.16,29.2
Germany,2005,Solar,18786.25,29224.23,9936914829.28,244657.14,385327.22,449882,0,0.29,22.7
Germany,2005,Solar,47168.34,7705.69,9774620287.32,141500.8,585824.62,212010,1,0.3,38.89
Germany,2005,Wind,70365.87,25576.88,9909486906.72,95086.44,319883.85,296342,0,0.47,90.34
Germany,2006,Biomass,30147.32,1644.93,2806312879.01,807298.15,455022.29,912767,1,0.21,8.89
Germany,2006,Biomass,53632.19,44714.16,1389607068.35,246171.82,859431.44,451236,1,0.39,19.49
Germany,2006,Biomass,10868.24,17510.25,6193201199.21,80432.48,27429.7,558397,1,0.46,51.03
Germany,2006,Geothermal,29425.93,5374.47,6213168549.37,635379.81,483568.69,915128,1,0.29,77.61
Germany,2006,Geothermal,16852.15,6140.19,6652237278.68,796368.13,426239.41,174114,0,0.26,29.0
Germany,2006,Hydro,90197.67,21493.91,7566212718.17,766164.84,506057.45,716590,1,0.13,25.01
Germany,2006,Hydro,87528.97,38327.17,1823422797.86,197373.07,254489.38,869247,1,0.3,82.73
Germany,2006,Hydro,9520.24,11394.39,8150505768.01,285061.05,610510.34,370659,0,0.19,6.99
Germany,2006,Hydro,70382.09,37242.63,9432776427.31,269910.31,771240.82,877653,0,0.45,97.96
Germany,2006,Solar,29581.02,48398.45,4892852457.33,75117.93,949492.39,275822,1,0.49,10.77
Germany,2006,Solar,6124.04,8662.23,7108522124.59,54829.7,12967.85,367951,0,0.16,79.52
Germany,2006,Solar,94081.4,46870.92,8567145207.5,282728.88,351271.23,829441,0,0.19,99.89
Germany,2006,Wind,75713.56,19732.21,6803893572.76,594474.95,142031.93,624781,1,0.43,99.96
Germany,2006,Wind,90976.76,40174.14,5196718812.19,491569.26,973670.99,114590,1,0.38,67.41
Germany,2006,Wind,48853.15,20896.54,2600842136.55,933903.35,92107.68,812790,0,0.47,30.37
Germany,2007,Biomass,32093.02,15747.22,9207687957.76,337583.21,773807.6,472594,0,0.43,80.41
Germany,2007,Biomass,86577.99,17769.61,2597428992.09,532750.07,702337.92,903379,0,0.34,57.16
Germany,2007,Biomass,85465.59,19377.13,6122617945.41,359050.44,38536.41,846422,0,0.1,12.49
Germany,2007,Geothermal,41750.25,22838.66,2820561080.56,260175.21,607610.88,517382,0,0.33,23.31
Germany,2007,Geothermal,25179.27,41604.01,6483218308.78,914976.45,422194.24,310748,0,0.19,37.13
Germany,2007,Hydro,67203.85,8153.04,6988550667.09,980220.45,229208.8,674400,0,0.18,42.92
Germany,2007,Hydro,37207.28,43407.93,7275813920.23,129317.72,354217.23,167941,1,0.06,35.55
Germany,2007,Hydro,42887.15,11081.89,1381010652.43,865031.59,615105.5,469219,0,0.2,73.96
Germany,2007,Solar,60178.02,2596.51,2281707069.08,884543.61,393366.18,528698,0,0.1,11.43
Germany,2007,Solar,79974.19,24680.65,2468025607.84,834471.99,437398.84,436993,1,0.34,60.28
Germany,2007,Wind,35102.81,17363.99,5124903676.07,445969.3,965260.31,896954,0,0.49,39.1
Germany,2007,Wind,39591.66,48658.53,3201391506.74,190266.43,970463.56,369501,0,0.28,91.1
Germany,2007,Wind,66119.74,3211.21,2448703304.78,727400.62,893044.73,937317,1,0.49,57.04
Germany,2008,Biomass,10296.82,38902.8,3330397994.47,5402.75,295864.15,838631,1,0.34,53.73
Germany,2008,Biomass,49296.69,38179.62,4262944443.73,825406.93,864767.43,451078,1,0.12,78.18
Germany,2008,Biomass,21998.25,2794.54,6530116811.59,139182.23,46826.49,697610,1,0.22,37.99
Germany,2008,Geothermal,16797.94,4223.49,6192629464.1,26658.94,654951.25,417976,0,0.17,80.76
Germany,2008,Geothermal,18346.4,18274.05,7723273321.95,290362.82,422895.15,660963,1,0.43,67.76
Germany,2008,Hydro,54489.35,18683.78,9971493379.09,638391.58,293662.49,813548,1,0.11,82.63
Germany,2008,Hydro,72576.65,46445.97,4387497556.86,633216.39,974084.21,446000,1,0.21,47.05
Germany,2008,Solar,18883.39,36036.65,9629960865.33,35059.12,580875.03,78941,0,0.12,82.65
Germany,2008,Wind,37036.17,48597.88,8294915907.52,907201.71,213294.11,597893,1,0.16,16.98
Germany,2008,Wind,11070.99,47738.2,8651524540.84,646327.61,887992.62,137740,0,0.34,69.4
Germany,2008,Wind,78400.66,15364.23,6177413635.35,386163.01,199474.43,52684,1,0.06,67.75
Germany,2009,Biomass,82815.05,26233.51,5469492586.15,77263.87,777433.83,128517,1,0.38,50.02
Germany,2009,Biomass,47760.84,35093.18,5702584232.1,656316.23,488405.33,282217,1,0.23,93.55
Germany,2009,Geothermal,42179.14,38265.65,6398248854.43,583049.23,338850.55,938222,1,0.44,30.32
Germany,2009,Geothermal,39743.39,15778.71,5503677682.28,667195.92,227511.07,867417,1,0.42,78.75
Germany,2009,Geothermal,33965.14,26860.05,9492159750.06,804521.14,511189.5,107983,1,0.18,44.35
Germany,2009,Geothermal,26695.03,32390.07,9711308430.72,490472.35,554850.79,418193,1,0.12,31.13
Germany,2009,Hydro,92906.98,41626.23,3400169255.81,840740.14,737838.73,673544,1,0.5,40.32
Germany,2009,Hydro,32277.77,44711.9,3519064088.41,379733.8,543485.53,867560,0,0.24,66.66
Germany,2009,Solar,5329.14,35151.62,4036431009.34,627147.28,935166.37,40955,0,0.16,77.65
Germany,2009,Solar,27352.13,39713.1,3792485165.65,601339.29,474689.42,305188,0,0.19,61.81
Germany,2009,Solar,14563.3,5631.38,2394649583.84,309919.55,141377.68,419535,1,0.14,90.91
Germany,2009,Solar,97055.57,38205.79,3111988618.66,343626.31,738909.18,871703,1,0.21,51.56
Germany,2009,Wind,83761.88,1229.64,365455333.05,685141.81,511305.37,836389,1,0.17,87.52
Germany,2009,Wind,68372.33,23510.1,203039063.6,299879.12,489564.46,903078,0,0.43,26.21
Germany,2010,Geothermal,98976.52,24090.45,9819242826.39,760427.89,515664.03,44784,0,0.39,45.26
Germany,2010,Geothermal,51264.65,38326.09,6191330909.6,786438.38,674648.07,492370,1,0.47,48.11
Germany,2010,Geothermal,74101.79,5986.18,75135710.35,294555.33,8171.61,280170,0,0.16,5.75
Germany,2010,Geothermal,47075.34,33820.54,4479500073.48,495195.82,747239.93,273851,0,0.49,58.8
Germany,2010,Hydro,52084.97,44639.35,1978079871.87,213396.16,992198.51,460635,0,0.28,42.97
Germany,2010,Hydro,9639.18,29672.82,3750765050.9,535204.37,357693.98,779664,1,0.19,53.8
Germany,2010,Solar,42548.35,13420.64,9846252558.67,554427.33,112991.56,935069,0,0.35,72.82
Germany,2010,Solar,61174.23,21352.83,6876074603.44,264826.18,783488.91,45496,1,0.44,51.78
Germany,2010,Solar,67219.0,2531.44,3375726885.93,882608.38,697694.33,392300,0,0.33,19.0
Germany,2010,Wind,70611.75,5299.96,5295501019.43,330813.8,763821.19,335052,0,0.12,50.18
Germany,2010,Wind,90953.94,31866.76,6575640652.78,254094.6,603332.89,870482,0,0.4,67.11
Germany,2011,Biomass,18584.89,37479.79,3232768532.41,388763.2,499601.95,263152,1,0.29,6.88
Germany,2011,Biomass,34086.52,3206.53,6451188682.3,14397.65,108766.64,6389,0,0.36,44.8
Germany,2011,Geothermal,82935.57,15099.67,7234745601.33,217368.84,593302.82,656491,0,0.35,59.5
Germany,2011,Geothermal,34785.41,17250.89,3343166725.09,445877.3,307624.87,188070,1,0.2,60.31
Germany,2011,Geothermal,17363.39,24648.8,3649284165.69,467300.66,395529.01,292146,0,0.4,68.5
Germany,2011,Hydro,8353.26,8929.23,6620283915.19,245367.62,916465.49,234676,1,0.44,31.13
Germany,2011,Hydro,19270.19,47925.06,2762927845.79,778139.81,613351.06,168430,0,0.19,88.63
Germany,2011,Hydro,72512.44,13141.13,1973716989.39,796298.62,97099.2,262748,0,0.23,82.22
Germany,2011,Solar,4668.94,30640.21,426748083.37,640772.58,757907.9,325101,0,0.18,24.01
Germany,2011,Wind,46676.76,16172.64,8913800719.55,563160.49,373296.2,697418,1,0.38,79.69
Germany,2012,Biomass,38461.94,44348.41,5327883970.24,66552.99,615020.98,205486,0,0.13,10.57
Germany,2012,Biomass,26715.63,18475.08,9619938642.52,355902.04,693346.24,704726,0,0.45,37.42
Germany,2012,Geothermal,95498.31,12286.11,3645648658.32,281297.27,844418.72,783294,0,0.07,1.13
Germany,2012,Geothermal,60688.2,48091.75,3787367947.46,750514.7,582708.07,501157,0,0.18,32.96
Germany,2012,Hydro,17034.75,38354.07,6009317737.46,507624.76,302752.97,879901,0,0.42,89.88
Germany,2012,Hydro,86816.22,18304.79,4973143928.08,643333.92,932691.34,831498,1,0.33,89.78
Germany,2012,Solar,20042.7,33291.9,9857432041.79,418451.8,935646.5,645557,1,0.11,60.38
Germany,2012,Wind,50762.23,24367.09,3819994856.01,308605.73,880203.29,956126,1,0.16,98.37
Germany,2013,Geothermal,87528.49,17529.72,3898053673.99,461247.39,281672.13,328050,0,0.21,29.69
Germany,2013,Hydro,32682.52,42870.48,3850555549.24,76083.19,649916.05,162165,0,0.37,10.0
Germany,2013,Solar,29751.78,16246.95,6530105516.3,511716.36,104751.2,563046,0,0.09,93.04
Germany,2013,Wind,20992.59,41824.86,8968476909.33,49856.87,430706.5,191658,0,0.33,76.42
Germany,2014,Biomass,71993.88,47369.64,4348122244.05,151237.76,572874.71,444051,1,0.1,99.19
Germany,2014,Biomass,80244.15,40932.69,1878093106.66,626633.18,113509.73,823585,1,0.38,48.85
Germany,2014,Biomass,46116.64,23067.3,7600760603.72,813370.47,305914.57,978227,1,0.25,48.94
Germany,2014,Geothermal,84190.77,1922.52,1026706762.24,979177.78,209361.47,214788,0,0.11,65.72
Germany,2014,Hydro,37869.16,48911.29,9407352874.23,341740.83,242502.84,686878,1,0.24,44.21
Germany,2014,Hydro,83226.31,20679.94,8605330099.12,293218.36,81559.85,831518,0,0.13,5.44
Germany,2014,Hydro,88413.47,22748.8,2414164403.6,485650.57,303157.77,279287,1,0.29,22.2
Germany,2014,Solar,37132.58,38298.73,7024112205.71,140129.75,283575.52,981469,1,0.1,46.07
Germany,2014,Solar,11262.25,31559.18,4286434182.06,577070.5,829254.54,464817,0,0.25,89.81
Germany,2014,Wind,5656.91,20658.7,7703453579.0,997437.34,695687.12,708461,0,0.5,63.05
Germany,2014,Wind,22671.93,48953.78,2844300691.43,458940.02,704846.58,848024,0,0.35,35.39
Germany,2014,Wind,76600.81,29593.19,6135244450.1,63869.06,926876.38,35494,1,0.25,51.39
Germany,2015,Biomass,36574.95,39573.96,864470622.65,992439.61,314310.74,54827,0,0.35,20.71
Germany,2015,Geothermal,78966.73,16599.75,6415267490.52,462004.7,591682.27,550856,0,0.44,31.57
Germany,2015,Hydro,82340.91,4190.83,2463755354.7,711273.47,282108.75,901143,0,0.46,68.41
Germany,2015,Hydro,98235.84,37357.86,4263276148.66,158141.96,156932.63,722161,1,0.27,5.01
Germany,2015,Solar,29167.69,35187.06,8801013401.24,752809.65,77329.76,627016,0,0.4,21.66
Germany,2015,Wind,77614.1,7032.69,623646473.29,579609.43,859617.31,364163,0,0.21,0.11
Germany,2015,Wind,44835.92,19545.85,6607289221.81,149753.86,272063.26,624411,1,0.33,98.99
Germany,2016,Biomass,63308.33,47740.7,2808873172.84,228249.13,85869.94,354460,0,0.19,66.66
Germany,2016,Biomass,47214.04,41263.11,914732199.42,104493.62,159196.87,186478,1,0.45,7.2
Germany,2016,Biomass,94741.13,30970.15,3001489488.15,787537.06,725017.52,886542,1,0.4,97.18
Germany,2016,Geothermal,88890.41,4084.26,2836433005.49,188871.08,327459.68,136637,0,0.16,65.22
Germany,2016,Hydro,46743.1,44265.9,5258700456.26,755373.4,292544.99,461950,0,0.07,60.13
Germany,2016,Hydro,70337.82,42272.52,6872530761.91,607827.47,28215.12,67982,0,0.2,26.46
Germany,2016,Solar,78694.07,28881.68,617372647.7,817225.03,244651.0,497256,0,0.28,21.28
Germany,2016,Solar,68708.57,31960.91,5454022358.83,231286.69,795744.93,571406,1,0.49,52.39
Germany,2016,Solar,12306.61,49312.68,3680895569.82,764466.61,896796.15,971943,0,0.48,52.71
Germany,2016,Solar,76580.49,8525.39,1259830493.42,828953.99,771712.66,404268,1,0.17,27.0
Germany,2016,Solar,41501.83,22751.9,1954184959.24,673443.38,83423.9,375894,1,0.4,31.4
Germany,2016,Solar,79722.15,477.87,3030739721.33,711183.48,527790.58,205851,1,0.17,24.32
Germany,2016,Solar,62929.12,29316.81,8350796636.45,334664.79,262776.82,859937,1,0.22,16.19
Germany,2017,Biomass,55637.02,28651.92,4673581580.72,638360.56,794512.42,956625,1,0.21,65.28
Germany,2017,Biomass,74040.52,792.52,1142778725.77,496437.05,213895.25,45199,1,0.32,30.35
Germany,2017,Hydro,18036.57,16805.54,9262047354.12,121538.9,977218.18,623523,0,0.21,11.1
Germany,2017,Hydro,45353.89,47902.92,2008074298.79,44274.15,908128.34,564063,0,0.15,75.87
Germany,2017,Solar,65392.57,42808.63,4984376792.67,761012.27,99944.35,283929,0,0.32,94.54
Germany,2017,Wind,54734.9,29036.88,7516595532.89,374261.2,21752.96,512538,1,0.25,97.32
Germany,2017,Wind,1910.1,15557.62,5002772250.25,403714.67,184043.06,666646,1,0.21,36.66
Germany,2018,Biomass,11415.52,31126.49,9643597348.13,868439.91,763773.15,215111,1,0.37,71.68
Germany,2018,Biomass,48230.72,47981.18,9949759072.21,321891.2,421691.54,462941,1,0.39,73.44
Germany,2018,Biomass,86210.79,42266.37,2519538994.63,712222.52,438089.1,785549,0,0.14,70.53
Germany,2018,Geothermal,99625.17,33038.52,9462739064.46,520621.37,926193.26,936990,1,0.24,58.12
Germany,2018,Geothermal,28731.47,8463.61,9194182934.57,426887.31,365245.15,217986,0,0.5,17.15
Germany,2018,Hydro,37127.6,5722.22,2475845942.77,721527.36,950380.81,877669,1,0.45,62.15
Germany,2018,Hydro,97126.63,41925.73,7314465512.18,519309.8,266586.4,112358,1,0.21,36.76
Germany,2018,Hydro,7217.28,34649.0,2986264526.98,637347.25,708494.56,573357,1,0.14,93.99
Germany,2018,Hydro,46183.21,28490.88,5932429367.92,114987.08,802276.45,642424,0,0.4,58.63
Germany,2018,Solar,20529.77,23812.33,984894877.46,195281.52,319171.09,891733,0,0.41,44.7
Germany,2018,Wind,91122.67,23463.36,6000511299.46,757761.97,198847.93,823185,1,0.38,20.43
Germany,2018,Wind,9700.93,39229.28,532247902.06,58455.19,687268.7,600876,1,0.43,74.49
Germany,2019,Biomass,4781.81,38096.78,8218080788.59,34231.7,565819.72,832831,0,0.29,23.55
Germany,2019,Biomass,31773.96,24469.27,8857045087.59,47377.2,585274.63,440403,1,0.06,79.12
Germany,2019,Geothermal,17502.14,26502.99,408490766.71,32557.92,170377.05,258425,1,0.37,67.21
Germany,2019,Geothermal,83989.51,17034.47,9103338840.44,795858.55,345761.57,518891,0,0.22,89.62
Germany,2019,Geothermal,66246.21,13448.82,1457355508.3,754673.69,720924.7,596039,1,0.43,0.36
Germany,2019,Geothermal,6452.54,38509.55,3096458361.01,139941.43,910255.62,991498,1,0.06,32.34
Germany,2020,Biomass,18351.91,4139.68,1828323347.13,405547.44,220608.88,126266,0,0.42,53.77
Germany,2020,Biomass,58385.93,27153.37,25483674.17,407721.9,483864.4,646781,1,0.33,11.66
Germany,2020,Geothermal,47152.56,9011.41,4337743817.38,332857.34,54558.93,945728,1,0.46,67.87
Germany,2020,Geothermal,99645.58,870.66,6751842586.27,919120.36,743535.44,680614,0,0.3,73.86
Germany,2020,Geothermal,7540.29,19996.25,9668754051.36,323570.67,817555.96,56170,1,0.22,86.98
Germany,2020,Hydro,34221.35,48725.71,1064006199.9,104731.42,63800.02,750017,0,0.1,49.0
Germany,2020,Hydro,95262.08,28984.27,2989818487.26,512397.15,366552.94,103083,1,0.34,47.33
Germany,2020,Solar,95356.95,21505.7,7646276957.8,652473.78,600059.79,74709,0,0.34,69.65
Germany,2020,Wind,42276.34,15028.87,7093216083.92,63154.07,656846.48,888702,1,0.06,40.55
Germany,2021,Geothermal,64887.81,5733.28,1694037042.04,633781.42,36448.82,520376,0,0.44,93.64
Germany,2021,Geothermal,5759.95,16205.78,6201143864.73,192715.03,338983.7,35862,1,0.26,1.55
Germany,2021,Hydro,19550.52,23082.42,2285817078.33,244111.45,219299.42,270499,1,0.07,3.03
Germany,2021,Hydro,85870.73,28636.06,2835101660.35,709104.04,478201.06,989595,1,0.15,56.32
Germany,2021,Solar,97981.7,19986.28,3841066844.68,798617.92,530778.34,831612,0,0.17,4.46
Germany,2021,Solar,65345.33,38754.12,7624950561.63,357149.98,275980.44,84742,1,0.44,85.75
Germany,2021,Solar,54203.58,7809.45,68589281.05,561410.08,923396.93,162354,1,0.21,43.69
Germany,2021,Solar,69110.3,1600.09,8550041699.83,512267.09,57274.85,514169,1,0.4,51.97
Germany,2021,Solar,89707.41,1398.39,6228336699.35,994011.39,70640.2,278779,0,0.36,68.27
Germany,2021,Wind,50112.56,43313.11,7910196685.73,433163.06,93205.66,426505,1,0.33,42.83
Germany,2021,Wind,32371.97,43753.96,866397783.78,947682.48,783379.64,270017,1,0.08,37.61
Germany,2021,Wind,24131.74,23035.03,765983043.08,597314.59,85367.15,747432,1,0.07,99.87
Germany,2021,Wind,82361.84,25646.0,5016890158.49,188411.46,241851.59,715360,1,0.19,79.92
Germany,2022,Biomass,3639.2,10897.75,1399573622.79,280783.77,254640.87,542398,1,0.07,1.31
Germany,2022,Hydro,83196.09,185.61,241745954.51,796590.61,363153.91,256435,1,0.08,99.15
Germany,2022,Hydro,37286.77,13801.44,6022672243.44,468029.23,62213.46,335098,0,0.41,78.12
Germany,2022,Solar,10610.23,47356.36,6499524706.5,409401.31,848011.89,405547,1,0.47,36.15
Germany,2023,Biomass,70834.24,12316.42,6133189254.13,416330.64,59479.19,937898,1,0.36,11.86
Germany,2023,Biomass,61280.7,36286.8,7921894809.59,47424.28,541186.11,781632,1,0.36,74.16
Germany,2023,Biomass,23181.49,19743.51,733251107.05,415061.48,463443.22,473895,0,0.27,27.69
Germany,2023,Biomass,2074.03,17252.06,1384651965.94,970350.74,294564.65,52920,1,0.24,27.76
Germany,2023,Geothermal,15387.51,42379.43,8576739103.87,424807.7,120141.66,948314,0,0.08,65.66
Germany,2023,Geothermal,47899.42,9029.48,6260019319.29,843185.68,106302.04,129722,1,0.1,42.17
Germany,2023,Geothermal,59662.46,46971.94,3974990647.09,873876.63,32238.57,369420,1,0.43,79.42
Germany,2023,Geothermal,82621.3,42524.48,1557782951.77,838839.36,973836.22,308604,1,0.08,56.51
Germany,2023,Hydro,85415.2,48447.07,3776004579.4,639753.95,183432.12,290359,1,0.48,76.76
Germany,2023,Solar,32778.94,11813.39,3085532559.94,144271.05,194208.31,258705,0,0.36,5.19
Germany,2023,Wind,76671.76,36351.89,7709885305.14,411025.04,551359.47,631096,0,0.16,83.23
Germany,2023,Wind,53718.84,45858.83,6726750978.72,80365.3,981666.74,571131,0,0.36,11.56
India,2000,Geothermal,7279.96,4887.55,4457284458.26,138614.43,303557.14,201240,0,0.19,2.89
India,2000,Geothermal,93759.69,38036.81,9533022119.18,537181.17,883621.81,697311,0,0.16,78.31
India,2000,Geothermal,17919.3,39227.22,9826543722.2,243834.88,90017.73,114453,1,0.5,37.64
India,2000,Solar,3313.07,9453.07,6121759596.68,854444.31,212159.05,9517,1,0.49,60.5
